ADDRESS,CITY,PROV/STATE,"POSTAL/ZIP CODE",STORE,Latitude,Longitude,Hours,URL,Notes,Image,"Image URL",Phone,e,Icon,categories,BRANDS,COUNTRY,COUNTRY2,COUNTRY3
2010 Town Center Blvd,Knoxville,TN,"37922",Publix,35.860484,-84.0767181,,,,,"",,,,Grocery,Kicking Horse,US,United States,
721 Progress Road,Kingston,ON,"K7M 6S4",Multatuli Coffee Merchants,44.246586,-76.573082,,www.estatescoffee.com,,,"",,,,Online,,ca,Canada,
6730 Papermill Dr.,Knoxville,TN,"37919",Whole Foods Market,35.9330472,-84.015503,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
8 Crescent Road,Huntsville,ON,"P1H 0B3ï¿½",Muskoka Roastery Coffee Co.,45.309703,-79.244339,,www.muskokaroastery.com,,,"",,,,Online,,ca,Canada,
8 Crescent Road,Huntsville,ON,"P1H 0B3ï¿½",Muskoka Roastery Coffee Co.,45.309703,-79.244339,,www.muskokaroastery.com,,,"",,,,Retail,,ca,Canada,
1630 Farrington Avenue,Kualapuu,HI,"96757",Coffees of Hawaii,21.15597972,-157.0390811,,www.coffeesofhawaii.com,,,"",,,,Online,,us,United States,logo use
Via xxv aprile n25 presso,Sorbolo,,"43058",Naked Coffee Roaster,38.956603,16.318543,,,,,"",,,,Roaster Retailer,,ITL,Italy,
142 Alberni Highway,Parksville,BC,"V9P 2H4",Naked Naturals Whole Foods,49.319802,-124.313387,,www.shopnaked.ca,,,"",,,,Grocery,Kicking Horse,ca,Canada,
205 Richmond Road,Ottawa,ON,"K1Z 6W4","Natural Food Pantry ",45.394903,-75.748632,,www.naturalfoodpantry.ca,,,"",,,,Grocery,Kicking Horse,ca,Canada,
2277 Riverside Drive,Ottawa,ON,"K1H 7X6","Natural Food Pantry ",45.383512,-75.679237,,www.naturalfoodpantry.ca,,,"",,,,Grocery,Kicking Horse,ca,Canada,
5537 Hazeldean Road,Stittsville,ON,"K2S 0P5","Natural Food Pantry ",45.28805,-75.904948,,www.naturalfoodpantry.ca,,,"",,,,Grocery,Kicking Horse,ca,Canada,
1452 S Harbor Blvd,La Habra,CA,"90631",Bodhi Leaf Coffee Traders,33.9138286,-117.9318429,,www.bodhileafcoffee.com,,,"",,,,Roast/Retail,,us,United States,
"8849 Villa La Jolla Drive, #307",La Jolla,CA,"92037",Philz Coffee,32.8694795,-117.2317396,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
8825 Villa La Jolla Drive,La Jolla,CA,"92037",Whole Foods Market,32.8687404,-117.2306258,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
4350 Palm Ave #104,"La Mesa ",CA,"91941",Dark Horse Coffee Roasters,32.7579105,-117.0155124,,www.darkhorsecoffeeroasters.com,,,"",,,,Roast/Retail,,us,United States,
100 South 2nd Street,La Salle,CO,"80645","The Human Bean ",40.3499388,-104.7039844,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
4219 6th Avenue,Lacey,WA,"98503",Batdorf & Bronson Coffee Roasters,47.04329487,-122.8310049,,www.batdorfcoffee.com,,,"",,,,Retail,,us,United States,
116 Hounsell Avenue,Laconia,NH,"3246",Woodshed Roasting Company,43.514529,-71.456319,,www.woodshedroast.com,,,"",,,,Online,,us,United States,
100 W South Boulder Road,Lafayette,CO,"80026",Natural Grocers,39.9863584,-105.0912715,,,,,"",,,,Grocery,Kicking Horse,US,United States,
"3597 Mt Diablo Blvd ",Lafayette,CA,"94549",Philz Coffee,37.8911198,-122.123461,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
3502 Mt. Diablo Blvd.,Lafayette,CA,"94549",Whole Foods Market,37.8933586,-122.117205,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
4247 Ambassador Caffery Pky,Lafayette,LA,"70508",Whole Foods Market,30.1610967,-92.0517389,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
308 N Pacific Coast Hwy,Laguna Beach,CA,"92651","Urth Caffe ",33.5441123,-117.7884652,,www.urthcaffe.com,,,"",,,,Roast/Retail,,us,United States,
283 Broadway St.,Laguna Beach,CA,"92651",Whole Foods Market,33.5438792,-117.7838368,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
23932 Aliso Creek Road,Laguna Niguel,CA,"92677",Whole Foods Market,33.5543089,-117.7125199,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
3636 L. Honoapiilani Hwy,Lahaina,HI,"96761",Bad Ass Coffee,20.9571954,-156.6832353,,www.badasscoffee.com,,,"",,,,Roaster Retail,,us,United States,
671 Front Street,Lahaina,HI,"96761",Bad Ass Coffee,20.8725326,-156.6778414,,www.badasscoffee.com,,,"",,,,Roaster Retail,,us,United States,
27264 CA-189,Lake Arrowhead,CA,"92317",Jensens Finest Foods (Blue Jay),34.247539,-117.208827,,,,,"",,,,Grocery,Kicking Horse,US,United States,
201 S Waukegan Rd,Lake Bluff,IL,"60044",Heinens Supermarket,42.2785489,-87.8759634,,,,,"",,,,Grocery,Kicking Horse,US,United States,
20025 Lake Forest Dr Ste 101,Lake Forest,CA,"92630",Bodhi Leaf Coffee Traders,33.6707138,-117.6616228,,www.bodhileafcoffee.com,,,"",,,,Roast/Retail,,us,United States,
21991 El Toro,Lake Forest,CA,"92630","The Human Bean ",33.6308018,-117.687921,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
120 New Moriches Road,Lake Grove,NY,"11755",Whole Foods Market,40.8697563,-73.1259228,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
1736 South McCulloch,Lake Havasu City,AZ,"86406",The Human Bean,34.4529452,-114.2653159,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
2035 North Palo Verde Blvd,Lake Havasu City,AZ,"86404",The Human Bean,34.5173707,-114.3489183,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
633 Lake Havasu Avenue,Lake Havasu City,AZ,"86403",The Human Bean,34.4925959,-114.348338,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
3 SW Monroe Parkway,Lake Oswego,OR,"97035",New Seasons Market,45.4333614,-122.7031348,,,,,"",,,,Grocery,Kicking Horse,US,United States,
11 S. State Street,Lake Oswego,OR,"97034",Whole Foods Market,45.4157405,-122.6620293,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
8915 Market Pl NE,Lake Stevens,WA,"98258",Haggen Northwest Fresh,47.9990157,-122.1106682,,,,,"",,,,Grocery,Kicking Horse,US,United States,
12612 W Alameda Pkwy,Lakewood,CO,"80228",Natural Grocers,39.7023012,-105.138139,,,,,"",,,,Grocery,Kicking Horse,US,United States,
3333 S Wadsworth Blvd,Lakewood,CO,"80227",Natural Grocers,39.6563612,-105.0829626,,,,,"",,,,Grocery,Kicking Horse,US,United States,
13368 Madison Ave,Lakewood,OH,"44107",Rising Star Coffee Roasters,41.4772428,-81.7843839,,www.risingstarcoffee.com,,,"",,,,Roaster Retailer,,us,United States,
14357 W. Colfax Ave.,Lakewood,CO,"80401",Whole Foods Market,39.7364719,-105.1613816,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
444 S. Wadsworth Blvd.,Lakewood,CO,"80226",Whole Foods Market,39.7086541,-105.0807669,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
44264 N 10th St W,Lancaster,CA,"93534",The Whole Wheatery,34.687787,-118.147177,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1563 Fruitville Pike,Lancaster,PA,"17601",Whole Foods Market,40.0639018,-76.3141529,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
3228 Lake Leo Way,Langley,WA,"98260",Mukilteo Coffee Roasters,48.031815,-122.458831,,www.mukilteocoffee.com/,,,"",,,,Retail,,us,United States,
"5133 W Grand River Avenue ",Lansing,MI,"48906",Paramount Coffee Company,42.77618426,-84.62480503,,www.paramountcoffee.com,,,"",,,,Online,,us,United States,
"2460 Boston Post Road ",Larchmont,NY,"10538",Mrs. Greens Natural Market,40.92117832,-73.76401886,,www.mrsgreens.com,,,"",,,,Grocery,Grace Hightower & Coffees of Rwanda,us,United States,
3970 E Lohman Ave,Las Cruces,NM,"88011",Natural Grocers by VC_Las Cruces (LS),32.3193394,-106.7327705,,,,,"",,,,Grocery,Kicking Horse,US,United States,
200 Conway Ave Unit A,Las Cruces,NM,"88005",Picacho Coffee Roasters,32.2772526,-106.7692173,,www.picachocoffee.com,,,"",,,,Online,,us,United States,
5265 Camino Al Norte,Las Vegas,NV,"89031","The Human Bean ",36.255238,-115.1538869,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
3131 S Las Vegas Blvd,Las Vegas,NV,"89109",Urth Caffe - Wynn Las Vegas,36.1271069,-115.1648303,,www.urthcaffe.com,,,"",,,,Roast/Retail,,us,United States,
6689 Las Vegas Blvd.,Las Vegas,NV,"89119",Whole Foods Market,36.0676289,-115.1742472,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffee,US,United States,
7250 W. Lake Mead Blvd.,Las Vegas,NV,"89128",Whole Foods Market,36.1975693,-115.2501409,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
8855 W. Charleston Blvd.,Las Vegas,NV,"89117",Whole Foods Market,36.1576974,-115.2882911,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
664 New Loudon Road,Latham,NY,"12110",The Fresh Market,42.752439,-73.759574,,www.thefreshmarket.com,,,"",,,,Grocery,Grace Hightower & Coffees of Rwanda,us,United States,
401 1st Ave S,Laurel,MT,"59044",City Brew Coffee,45.6651942,-108.7707482,,www.citybrew.com,,,"",,,,Roaster Retailer,,us,United States,
1507 South Main Street,Lebanon,OR,"97355","The Human Bean ",44.5318419,-122.9067792,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
1134 NE Douglas St,Lee's Summit,MO,"64086",Terra Health and Wellness Market,38.9330702,-94.3794197,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1750 W Traverse Pkwy,Lehi,UT,"84043",Harmons Grocery,40.4334294,-111.8780049,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1946 Harrodsburg Road,Lexington,KY,"40503","The Human Bean ",38.027136,-84.533237,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
4059 Finn Way,Lexington,KY,"40517",Whole Foods Market,37.9776328,-84.5286723,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
212 N 48th Street,Lincoln,NE,"68504",Natural Grocers by VC_Lincoln (LC),40.8146229,-96.6532051,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1618 South Street,Lincoln,NE,"68502",Open Harvest Co-op,40.7922369,-96.6977742,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1731 aviation blvd.,Lincoln,CA,"95648",SF Bay Coffee,38.9082385,-121.3313329,,https://sfbaycoffee.com/,,,"",,,,Roaster Retailer,,,United States,
6055 O Street,Lincoln,NE,"68510",Whole Foods Market,40.8130693,-96.6391766,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
1934 Bard Road,Lincoln City,OR,"97367",Cape Foulweather Coffee Company,44.95323718,-124.0158564,,www.capefoulweathercoffee.com,,,"",,,,Online,,us,United States,
3565 NW HWY 101,Lincoln City,OR,"97367","The Human Bean ",44.9916836,-124.0066443,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
3333 W Toughy Ave,Lincolnwood,IL,"60172",The Coffee Beanery,42.0102608,-87.7141059,,www.coffeebeanery.com,,,"",,,,Retail,,us,United States,
9210 North Rodney Parham Road,Little Rock,AR,"72227",Natural Grocers by VC_Little Rock (LR),34.7585961,-92.3778527,,,,,"",,,,Grocery,Kicking Horse,US,United States,
501 Bowman Rd,Little Rock,AR,"72211",Whole Foods Market,34.7504475,-92.4057931,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
6475 S Kipling Way,Littleton,CO,"80123",Natural Grocers,39.598664,-105.1093591,,,,,"",,,,Grocery,Kicking Horse,US,United States,
5155 S. Wadsworth Blvd,Littleton,CO,"80123",Whole Foods Market,39.623031,-105.0921849,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
"6853 S. York St., Ste. 119",Littleton,CO,"80122",Whole Foods Market,39.5918115,-104.9620672,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
3195 Independence Dr,Livermore,CA,"94506",Coast Roast Coffee,37.7077163,-121.8134255,,https://www.coastroast.com,,,"",,,,Roaster Retailer,,,United States,
255 S Livingston Ave,Livingston,NJ,"7039",Kings Supermarket (Livingston),40.7864898,-74.3126462,,,,,"",,,,Grocery,Kicking Horse,US,United States,
52 Federal Avenue,Logan,UT,"84321",Caffe Ibis Coffee Roasting,41.73413675,-111.8335776,,www.caffeibis.com/,,,"",,,,Retail,,us,United States,
1075 North Main Street,Logan,UT,"84341",Natural Grocers,41.751247,-111.8363073,,,,,"",,,,Grocery,Kicking Horse,US,United States,
6420 E. Pacific Coast Hwy,Long Beach,CA,"90803",Caffe Luxxe,33.7576264,-118.1107729,,www.caffeluxxe.com,,,"",,,,Roast/Retail,,us,United States,
1101 East 3rd Street,Long Beach,CA,"90802",Lord Windsor Roasters,33.770374,-118.178301,,www.lordwindsor.com,,,"",,,,Roast/Retail,,us,United States,
4801 East 2nd Street,Long Beach,CA,"90803",Philz Coffee,33.761695,-118.1376716,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
4150 McGowen St,Long Beach,CA,"90808",Portola Coffee Lab,33.8291301,-118.145023,,www.portolacoffeelab.com,,,"",,,,Roast/Retail,,us,United States,
3881 Lakewood Blvd,Long Beach,CA,"90846",Whole Foods Market,33.8297557,-118.1443602,,www.wholefoodsmarket.com,,,"",,,,Grocery,"Allegro Coffee, Groundwork Coffee",US,United States,
6400 E Pacific Coast Hwy,Long Beach,CA,"90803",Whole Foods Market,33.7579249,-118.1113133,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
525 Bay Isles Pkwy,Longboat Key,FL,"34228",Publix,27.3798897,-82.6301459,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1745 N Main St,Longmont,CO,"80501",Natural Grocers,40.1902275,-105.1038485,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1250 S. Hover Rd.,Longmont,CO,"80501",Whole Foods Market,40.1466325,-105.1285584,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
1232-A S Hover Road #400,Longmount,CO,"80501",Ozo Coffee Roasters,40.1473207,-105.1289563,,www.ozocoffee.com,,,"",,,,Roaster Retailer,,US,United States,
406 W Loop 281,Longview,TX,"75605",Natural Grocers by VC_Longview (LV),32.5395547,-94.7564585,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2381 W State Road 434,Longwood,FL,"32779",Publix,28.6883461,-81.404073,,,,,"",,,,Grocery,Kicking Horse,US,United States,
95 Entrada Drive,Los Alamos,NM,"87544",Los Alamos Cooperative Market,35.876751,-106.2609025,,,,,"",,,,Grocery,Kicking Horse,US,United States,
4800 El Camino Real,Los Altos,CA,"94022",Whole Foods Market,37.3989341,-122.1106483,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
929 S Broadway,Los Angeles,CA,"90015",Ace Hotel,34.041736,-118.256869,,www.acehotel.com/losangeles,,,"",,,,Coffee Shop,Stumptown,us,United States,
2035 Hillhurst Avenue,Los Angeles,CA,"90027",Albertsons,34.1088351,-118.2880226,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
11908 San Vicente Boulevard,Los Angeles,CA,"90049",Alfred Coffee,34.087514,-118.275601,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
3337 1/2 Sunset Boulevard,Los Angeles,CA,"90026",Alfred Coffee,34.052981,-118.469891,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
705 N Alfred St,Los Angeles,CA,"90069",Alfred Coffee,34.083865,-118.375438,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
8428 Melrose Place,Los Angeles,CA,"90069",Alfred Coffee,34.083481,-118.374354,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
3515 Wilshire Blvd,Los Angeles,CA,"90010",Alfred Coffee - The LINE LA,34.0620397,-118.300909,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
10250 Santa Monica Blvd #1765,Los Angeles,CA,"90067",Blue Bottle Coffee,34.0593779,-118.4198814,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
116 N Robertson Blvd Plaza B,Los Angeles,CA,"90048",Blue Bottle Coffee,34.0760703,-118.3835727,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
12105 W Waterfront Drive Suite C4-108C,Los Angeles,CA,"90094",Blue Bottle Coffee,33.9806003,-118.4079995,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
13050 San Vicente Blvd,Los Angeles,CA,"90049",Blue Bottle Coffee,34.0481761,-118.4911261,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
2066 Hillhurst Avenue,Los Angeles,CA,"90027",Blue Bottle Coffee,34.1095237,-118.2871745,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
300 South Broadway,Los Angeles,CA,"90013",Blue Bottle Coffee,34.0507773,-118.2479582,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
582 Mateo St.,Los Angeles,CA,"90013",Blue Bottle Coffee,34.0389086,-118.232515,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
830 N. Fairfax Ave Suite 1,Los Angeles,CA,"90046",Blue Bottle Coffee,34.0864141,-118.361147,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
8301 Beverly Boulevard,Los Angeles,CA,"90048",Blue Bottle Coffee,34.0762809,-118.370221,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
1515 Westwood Blvd,Los Angeles,CA,"90024",Bristol Farms Market,34.0534386,-118.4405426,,,,,"",,,,Grocery,"Kicking Horse, Groundwork Coffee, Verve Coffee",US,United States,
23379 Mulholland Dr,Los Angeles,CA,"91364",Bristol Farms Market,34.1580088,-118.6356485,,,,,"",,,,Grocery,Kicking Horse,US,United States,
7880 Sunset Blvd,Los Angeles,CA,"90046",Bristol Farms Market,34.0976517,-118.3612155,,,,,"",,,,Grocery,"Kicking Horse, Groundwork Coffee, Verve Coffee",US,United States,
8448 Lincoln Blvd,Los Angeles,CA,"90045",Bristol Farms Market,33.9610911,-118.4191398,,,,,"",,,,Grocery,Kicking Horse,US,United States,
3501 West Pico Boulevard,Los Angeles,CA,"90019",Cafe Dabang,34.023161,-118.341382,,n/a,,,"",,,,Cafï¿½/Open Space,Stumptown,us,United States,
534 North Hoover Street,Los Angeles,CA,"90004",Cafecito Organico,34.080452,-118.284296,,https://cafecitoorganico.com/,,,"",,,,Roast/Retail,,us,United States,
11640 San Vicente Boulevard,Los Angeles,CA,"90049",Caffe Luxxe,34.0535098,-118.4619654,,www.caffeluxxe.com,,,"",,,,Roast/Retail,,us,United States,
2108 Laurel Canyon Blvd.,Los Angeles,CA,"90046",Canyon Country Store,34.1090135,-118.369663,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
440 North Fairfax Avenue,Los Angeles,CA,"90036",Cofax,34.079375,-118.361283,,www.cofaxcoffee.com,,,"",,,,Coffee Shop,Counter Culture,us,United States,
1933 South Broadway,Los Angeles,CA,"90007",Coffee By Kofi,34.03004,-118.266905,,https://www.coffeebykofi.com/,,,"",,,,Coffee Shop,Stumptown,us,United States,
1549 Echo Park Ave,Los Angeles,CA,"90026",Cookbook Market,34.0812264,-118.2549021,,http://www.cookbookla.com/,,,"",,,,Grocery,Sightglass Coffee,us,United States,
4334 Sunset Boulevard,Los Angeles,CA,"90029",Dinosaur Coffee,34.000155,-118.41833,,www.dinosaurcoffee.com,,,"",,,,Coffee Shop,Four Barrel,us,United States,
3409 Overland Avenue,Los Angeles,CA,"90034",Doughroom,34.025658,-118.412548,,www.thedoughroom.com,,,"",,,,Restaurant,Stumptown,us,United States,
7660 Beverly Blvd,Los Angeles,CA,"90036",Erewhon Markets - Los Angeles,34.075447,-118.3568305,,,,,"",,,,Grocery,"Kicking Horse, Groundwork Coffee, Verve Coffee",US,United States,
10250 Santa Monica Blvd.,Los Angeles,CA,"90067",Gelson's,34.0590031,-118.418866,,,,,"",,,,Grocery,"Groundwork Coffee, Verve Coffee",US,United States,
2725 Hyperion Ave,Los Angeles,CA,"90027",Gelson's,34.107979,-118.272672,,,,,"",,,,Grocery,"Groundwork Coffee, Verve Coffee",US,United States,
300 S Santa Fe Ave #6,Los Angeles,CA,"90013",Grow,34.0458388,-118.2323104,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
2538 Hyperion Avenue,Los Angeles,CA,"90027",Hyperion Public,34.145682,-118.416113,,www.hyperionpublic.com,,,"",,,,Restaurant,Stumptown,us,United States,
3147 Glendale Boulevard,Los Angeles,CA,"90039",Kaldi Coffee,34.117134,-118.262152,,www.kaldicoffee.la,,,"",,,,Coffee Shop,Counter Culture,us,United States,
5904 North Figueroa Street,Los Angeles,CA,"90042",Kitchen Mouse,34.110463,-118.190651,,www.kitchenmousela.com,,,"",,,,Cafï¿½,Stumptown,us,United States,
1631 W.Sunset Blvd.,Los Angeles,CA,"90026",Lassen's,34.0776812,-118.25788,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
710 S. La Brea Ave.,Los Angeles,CA,"90036",Lassen's,34.0616576,-118.3439832,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
1631 Sunset Blvd,Los Angeles,CA,"90026",Lassens Natural Foods and Vitamins,34.0776812,-118.25788,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2080 Hillhurst Ave,Los Angeles,CA,"90021",Lassens Natural Foods and Vitamins,34.1097388,-118.2870732,,,,,"",,,,Grocery,"Kicking Horse, Groundwork Coffee",US,United States,
710 South La Brea Ave,Los Angeles,CA,"90036",Lassens Natural Foods and Vitamins,34.0616576,-118.3439832,,,,,"",,,,Grocery,Kicking Horse,US,United States,
7 Peninsula Center Rolling Hills Estates,Los Angeles,CA,"90274",Pavilions,33.7755842,-118.3778814,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
727 N. Vine St.,Los Angeles,CA,"90038",Pavilions,34.0844797,-118.3271089,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
6430 Sunset Boulevard,Los Angeles,CA,"90028",Philz Coffee,34.0976934,-118.3300769,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
"801 S Hope Street, Ste A",Los Angeles,CA,"90017",Philz Coffee,34.0464709,-118.2595146,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
13208 Washington Blvd,Los Angeles,CA,"90066",Rainbow Acres,33.9932114,-118.4417141,,,,,"",,,,Grocery,Verve Coffee,US,United States,
11361 National Blvd,Los Angeles,CA,"90064",Ralphs,34.0260095,-118.4333782,,,,,"",,,,Grocery,Verve Coffee,US,United States,
11727 Olympic Blvd,Los Angeles,CA,"90064",Ralphs,34.0349764,-118.449258,,,,,"",,,,Grocery,Verve Coffee,US,United States,
260 S La Brea Ave,Los Angeles,CA,"90036","Ralphs ",34.0699674,-118.3435476,,,,,"",,,,Grocery,Verve Coffee,US,United States,
6501 Hollywood Boulevard,Los Angeles,CA,"90028",RiseNGrind,34.101594,-118.331037,,www.risengrindla.com,,,"",,,,Cafï¿½,Stumptown,us,United States,
5360 - 57th Avenue,Olds,AB,"T4H 1J4","Natural Pantry ",51.788498,-114.119853,,www.naturalpantry.ca,,,"",,,,Grocery,ONECOFFEE,ca,Canada,
7 Glenwood Drive,Barrie,ON,"L4N 1R3",Nature's Best,44.403189,-79.702123,,www.naturesbestbarrie.ca,,,"",,,,Grocery,Kicking Horse,ca,Canada,
55 Beechwood Avenue,Ottawa,ON,"K1M 1M2","Nature's Buzz ",45.440277,-75.675732,,www.naturesbuzz.ca,,,"",,,,Grocery,Kicking Horse,ca,Canada,
2535 Major Mackenzie Drive,Maple,ON,"L6A 1C6",Nature's Emporium,43.853174,-79.520628,,www.naturesemporium.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
"16655 Yonge Street ",Newmarket,ON,"L3X 1V6",Nature's Emporium,44.035024,-79.473206,,www.naturesemporium.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
5 - 1350 Summit Drive,Kamloops,BC,"V2C 1T8",Nature's Fare,50.651293,-120.338806,,www.naturesfare.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
120 - 1879 Cooper Road,Kelowna,BC,"V1Y 9N6",Nature's Fare,49.880631,-119.445781,,www.naturesfare.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
4624 Lakeshore Road,Kelowna,BC,"V1W 1X4",Nature's Fare,49.81672,-119.494823,,www.naturesfare.com,,,"",,,,Grocery,Kicking Horse,ca,Canada,
"120 ï¿½ 19880 Langley Bypass ",Langley,BC,"V3A 4Y1",Nature's Fare,49.109982,-122.662299,,www.naturesfare.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
"104 - 2210 Main Street ",Penticton,BC,"V2A 5H8",Nature's Fare,49.473747,-119.582582,,www.naturesfare.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
104 ï¿½ 3400 30th Avenue,Vernon,BC,"V1T 2E2",Nature's Fare,50.263772,-119.279237,,www.naturesfare.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
104 - 3480 Carrington Road,Westbank,BC,"V4T 3C1",Nature's Fare,49.835119,-119.612954,,www.naturesfare.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
5265 W. Pico Blvd.,Los Angeles,CA,"90019",Schaffer's Genuine Foods,34.048534,-118.3532716,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
"1302 S. La Brea Ave, Suite C",Los Angeles,CA,"90019",Sprouts,34.0493553,-118.3440007,,,,,"",,,,Grocery,Groundwork Coffee,US,United States,
"4 - 293 Macdonnell Road ",Clontarf,QLD,"4019",Neli Coffee,-27.234535,153.084314,,www.nelicoffee.com.au,,,"",,,,Online,,au,Australia,
122 Bear Street,Banff,AB,"T1L 1A1",Nesters Market,51.175909,-115.572825,,www.nestersmarket.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
9000 University High Street,Burnaby,BC,"V5A 4X6",Nesters Market,49.27802,-122.911473,,www.nestersmarket.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
1111 Lawson Avenue,Kelowna,BC,"V1V 6T6",Nesters Market,49.887222,-119.476932,,www.nestersmarket.com,,,"",,,,Grocery,"ONECOFFEE, Kicking Horse",ca,Canada,
1200 Hunter Place,Squamish,BC,"V8B 0G8",Nesters Market,49.703482,-123.148922,,www.nestersmarket.com,,,"",,,,Grocery,ONECOFFEE,ca,Canada,
710 - 1200 Hunter Place,Squamish,BC,"V0N 1G0",Nesters Market,49.703482,-123.148922,,www.nestersmarket.com,,,"",,,,Grocery,Kicking Horse,ca,Canada,
