ADDRESS,CITY,PROV/STATE,"POSTAL/ZIP CODE",STORE,Latitude,Longitude,Hours,URL,Notes,Image,"Image URL",Phone,e,Icon,categories,BRANDS,COUNTRY,COUNTRY2,COUNTRY3
650 Ponce de Leon Ave. NE,Atlanta,GA,"30308",Whole Foods Market,33.7736107,-84.3658288,,www.wholefoodsmarket.com,,,"",,,,Grocery,"Allegro Coffee, Batdorf & Bronson, Counter Culture",US,United States,
77 West Paces Ferry Rd. NW,Atlanta,GA,"30305",Whole Foods Market,33.8408965,-84.3813921,,www.wholefoodsmarket.com,,,"",,,,Grocery,"Allegro Coffee, Batdorf & Bronson, Counter Culture",US,United States,
1106 W Seventh St,Auburn,IN,"46706",Five Lakes Coffee,41.3670866,-85.0756896,,http://www.fivelakes.com,,,"",,,,Roaster Retailer,,us,United States,
1406 E Lake Tapps Pkwy,Auburn,WA,"98092",Haggen Northwest Fresh,47.2429989,-122.2096035,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2675 Eisenhower Ave,Audobon,PA,"19403",Cafe Excellence,40.1251983,-75.4135996,,www.cafeexcellence.com,,,"",,,,Online,,us,United States,
936 Broad Street,Augusta,GA,"30901",MoonBeans Coffee,33.47640686,-81.96836386,,www.newmoondowntown.com,,,"",,,,Retail,,us,United States,
115 N Chillicothe Rd,Aurora,OH,"44202",Heinens Supermarket (Aurora),41.3204665,-81.3473323,,,,,"",,,,Grocery,Kicking Horse,US,United States,
"16 Baldwin Street ",Toronto,ON,"M5T 1L2","Baldwin Natural Foods ",43.656315,-79.39296,,,,,"",,,,Grocery,Kicking Horse,ca,Canada,
4-675 Tradewind Drive,Ancaster,Alberta,"L9G 4V5",Balzacs Coffee Ltd,43.1871846,-80.0295263,,http://www.balzacs.com,,,"",,,,Roaster Retailer,,ca,Canada,
211 Martindale Road,St Catherines,ON,"L2S 3V7",Bamboo Natural Food,43.171244,-79.273992,,www.bamboonaturalfoods.com,,,"",,,,Grocery,ONECOFFEE,ca,Canada,
141 Eagle Crescent,Banff,AB,"T1L 1C6",Banff Roasting Company,51.188933,-115.561735,,www.banffroastingcompany.com,,,"",,,,Online,,ca,Canada,
3440 S Tower Rd,Aurora,CO,"80013",Natural Grocers,39.6539817,-104.7720804,,,,,"",,,,Grocery,Kicking Horse,US,United States,
Sint-Ursmarusstraat 54,Baasrode,,"9200",Basero,51.038125,4.164266,,www.basero.be,,,"",,,,Online,,be,Belgium,
111 E Ceasar Chavez St,Austin,TX,"78701",Alfred Coffee,30.2626651,-97.7436224,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
1300 S Congress Ave,Austin,TX,"78704",Jo's Coffee,30.25106,-97.749373,,https://www.joscoffee.com/,,,"",,,,Coffee/Food Retailer,,us,United States,
242 W 2nd St,Austin,TX,"78701",Jo's Coffee,30.265104,-97.746129,,https://www.joscoffee.com/,,,"",,,,Coffee/Food Retailer,,us,United States,
3001 S Congress Ave,Austin,TX,"78704",Jo's Coffee - St Edwards University Campus,30.229298,-97.753222,,https://www.joscoffee.com/,,,"",,,,Coffee/Food Retailer,,us,United States,
1 - 1645 East 6th Street,Austin,TX,"78702",Kohana Coffee,30.262123,-97.725171,,www.kohanacoffee.com,,,"",,,,Online,,us,United States,
4615 N Lamar Blvd Ste 304,Austin,TX,"78751",Natural Grocers,30.3154649,-97.7346205,,,,,"",,,,Grocery,Kicking Horse,US,United States,
3300 Bee Caves Rd Ste 500,Austin,TX,"78746",Randalls Food Market,30.2749574,-97.7989114,,,,,"",,,,Grocery,Kicking Horse,US,United States,
11920 Domain Dr,Austin,TX,"78758",Whole Foods Market,30.4063209,-97.7201151,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
4301 W Wm Cannon,Austin,TX,"78749",Whole Foods Market,30.2215037,-97.8411819,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
1150 Lorne Park Road,Mississauga,ON,"L5H 3A5",Battaglia Lorne Park Marketplace,43.531262,-79.615721,,www.battagliasmarketplace.com,,,"",,,,Grocery,Kicking Horse,ca,Canada,
525 N. Lamar Blvd.,Austin,TX,"78703",Whole Foods Market,30.2705496,-97.7531762,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
901 E. 5th St. Suite 100,Austin,TX,"78702",Whole Foods Market,30.2639948,-97.7338841,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
9607 Research Blvd Suite 300,Austin,TX,"78759",Whole Foods Market,30.3899788,-97.7399303,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
"41340 Government Road, Ste 3",Brackendale,BC,"V0N 1H0",Bean Around the World,49.7577243,-123.1413652,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
2104 Cliffe Ave,Courtenay,BC,"V9N 2L4",Bean Around the World,49.6806335,-124.9845886,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
10510 111 St NW,Edmondton,BC,"T5H 0M8",Bean Around the World,53.5485479,-113.5124173,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1151 Mt Seymour Road Ste 110,North Vancouver,BC,"V7H 2Y4",Bean Around the World,49.317678,-122.9696859,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
123 Carrie Cates Court #156,North Vancouver,BC,"V7M 3K7",Bean Around the World,49.3107129,-123.0814661,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1462 Columbia Street,North Vancouver,BC,"V7J 1A2",Bean Around the World,49.3026865,-123.0332093,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
"1575 Pemberton Ave, #105",North Vancouver,BC,"V7P 2S3",Bean Around the World,49.322813,-123.107998,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
"2601 Westview Drive, Ste 718",North Vancouver,BC,"V7N 3X4",Bean Around the World,49.3328779,-123.0892114,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
506 Chesterfield Ave,North Vancouver,BC,"V7P 2S3",Bean Around the World,49.316592,-123.077947,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
255 Vermilion Avenue,Princeton,BC,"V0X 1W0",Bean Around the World,49.4563677,-120.5099758,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1002 Mainland Street,Vancouver,BC,"V7V 1H8",Bean Around the World,49.2764291,-123.1190582,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
175 West Hastings Street,Vancouver,BC,"V6B 1H4",Bean Around the World,49.2825185,-123.1092845,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1846 West 57th Avenue,Vancouver,BC,"V7V 1H8",Bean Around the World,49.2192328,-123.1492104,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
"1945 Cornwall Avenue ",Vancouver,BC,"V6J 1C8",Bean Around the World,49.2726052,-123.1488319,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
2528 Main Street,Vancouver,BC,"V5T 3E4",Bean Around the World,49.2623306,-123.1006242,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
255 Powell Street,Vancouver,BC,"V7V 1H8",Bean Around the World,49.2832574,-123.0981484,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
2977 Granville Street,Vancouver,BC,"V6H 3J8",Bean Around the World,49.2591852,-123.1391163,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
4456 West 10th Avenue,Vancouver,BC,"V6R 2H9",Bean Around the World,49.2636605,-123.2079568,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
6308 Thunderbird Boulevard,Vancouver,BC,"V6T 1Z4",Bean Around the World,49.2588431,-123.2482067,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
820 West 10th Avenue,Vancouver,BC,"V5Z 1M9",Bean Around the World,49.2622318,-123.1222947,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
950 W 28th Avenue,Vancouver,BC,"V5Z 4H4",Bean Around the World,49.2460383,-123.1270386,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
2923 30th Avenue,Vernon,BC,"V1T 2B8",Bean Around the World,50.2639225,-119.270135,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
533 Fisgard Street,"Victoria ",BC,"V8W 1R3",Bean Around the World,48.4292402,-123.3684597,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1522 Marine Drive,West Vancouver,BC,"V7V 1H8",Bean Around the World,49.328226,-123.1572851,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
2121 Marine Drive,West Vancouver,BC,"V7V 4A7",Bean Around the World,49.3314067,-123.1703167,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1400 Johnston Road,White Rock,BC,"V4B 2K9",Bean Around the World,49.0277175,-122.8009039,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
8104 McKeevers Place,Whistler,BC,"V0N 1B8",Bean Around the World - Alpine Cafï¿½,50.148514,-122.962549,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
1-5580 Wharf Ave,Seschelt,BC,"V0N 3A0",Bean Around the World - Daily Roast,49.4744991,-123.7536777,,www.batw.ca,,,"",,,,Retail,,ca,Canada,
420 Oxford Street,Bondi Junction,NSW,"2022",Bean of a Tree Coffee Co.,-33.891664,151.248252,,www.beanofatree.com.au/,,,"",,,,Online,,au,Australia,
21105 Biscayne Blvd.,Aventura,FL,"33180",Whole Foods Market,25.9712665,-80.1406777,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
35980 Detroit Ave,Avon,OH,"44011",Heinens Supermarket (Avon),41.4602166,-82.0177382,,,,,"",,,,Grocery,Kicking Horse,US,United States,
321 West Main Street,Avon,CT,"6001",The Fresh Market,41.81467033,-72.85923067,,www.thefreshmarket.com,,,"",,,,Grocery,Grace Hightower & Coffees of Rwanda,us,United States,
115 Livingston Avenue,Kingston,ON,"K7L 4L3","Bearances Grocery ",44.224872,-76.508659,,www.bearancesgrocery.com,,,"",,,,Grocery,Kicking Horse,ca,Canada,
361 King Street,Barrie,ON,"L4N 6B5",Beaver Rock Roastery,44.327335,-79.699428,,www.beaverrockroastery.com,,,"",,,,Online,,ca,Canada,
1700 N Chester Avenue,Bakersfield,CA,"93308",Covenant Coffee,35.422232,-119.021197,,www.covenantcoffee.org,,,"",,,,Online,,us,United States,
1001 Fleet Street Suite A,Baltimore,MD,"21202",Whole Foods Market,39.2840184,-76.5994792,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
1330 Smith Ave.,Baltimore,MD,"21209",Whole Foods Market,39.3684185,-76.6498445,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
711 South Central Avenue,Baltimore,MD,"21202",Whole Foods Market,39.2825112,-76.5987055,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
87746 14th St SE,Bandon,OR,"97411",RayJen Coffee LLC,43.1105141,-124.4103239,,http://www.rayjencoffeeco.com,,,"",,,,Wholesale Roaster,,US,United States,
65 South 10th Street,Bandon,OR,"97411","The Human Bean ",43.1148023,-124.4144791,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
75 Kenneth Road,Manly Vale,NSW,"2093",Belaroma Coffee,-33.786809,151.267483,,www.belaromacoffee.com.au/,,,"",,,,Retail,,au,Australia,
85 Quidi Vidi Road,St. Johns,NL,"A1B 4J9",Belbins Grocery,47.574248,-52.697418,,www.belbins.com,,,"",,,,Grocery,Kicking Horse,ca,Canada,
"6 - The Enterprise, Technology & Innovation Centre",Clonmore,Co. Westmeath,"NA",Bell Lane Coffee,53.515237,-7.359874,,www.belllane.ie,,,"",,,,Online,,ie,Ireland,
33 Oxford Street,Bulimba,Queensland,"4171",Bellissimo Coffee,-27.450856,153.0538641,,http://www.bellissimocoffee.com.au,,,"",,,,Roaster Retailer,,AU,Australia,
"30 Wandoo Street ",Fortitude Valley,QLD,"4006",Bellissimo Coffee,-34.550832,146.410537,,www.bellissimocoffee.com.au,,,"",,,,Retail,,au,Australia,
2503 Waukegan Rd,Bannockburn,IL,"60015",Heinens Supermarket (Bannockburn),42.1977678,-87.859596,,,,,"",,,,Grocery,Kicking Horse,US,United States,
104 Northern Road,Melbourne,Victoria,"3081",Beraldo Coffee Family Trust,-37.7302078,145.0532351,,http://www.beraldocoffee.com,,,"",,,,Wholesale Roaster,,AU,Australia,
500 N Hough St,Barrington,IL,"60010",Heinens Supermarket (Barrington),42.1589497,-88.1369564,,,,,"",,,,Grocery,Kicking Horse,US,United States,
340 Reed Street,Basalt,CO,"81621",Whole Foods Market,39.3869354,-107.0826428,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
25 Mountainview Blvd,Basking Ridge,NJ,"7920",Deans Natural Food Market (Basking Ridge),40.6443941,-74.5773587,,,,,"",,,,Grocery,Kicking Horse,US,United States,
213 - 348 Danforth Avenue,Toronto,ON,"M4K 1N8",Big Carrot Natural Food Market,43.677403,-79.352777,,www.thebigcarrot.ca,,,"",,,,Grocery,ONECOFFEE,ca,Canada,
7529 Corporate Blvd.,Baton Rouge,LA,"70809",Whole Foods Market,30.4322533,-91.1111801,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
135 Kite Street,Orange,NSW,"2800",Bills Beans,-33.286117,149.103024,,www.billsbeans.com.au,,,"",,,,Retail,,au,Australia,
148 McLachlan Street,Orange,NSW,"2800",Bills Beans,-33.284727,149.10817,,www.billsbeans.com.au,,,"",,,,Online,,au,Australia,
201 Rue Saint-Viateur Ouest,Montreal,QC,"H2T 2L6",Bio Terre epicerie sante,45.523464,-73.601062,,www.bio-terre.com,,,"",,,,Grocery,Kicking Horse,ca,Canada,
4365 Helena Valley Road,Helena Valley,WA,"6056",BioBean Coffee,-31.928421,116.053912,,www.biobeancoffee.com.au,,,"",,,,Online,,au,Australia,
434 Dover Center Rd,Bay Village,OH,"44140",Heinens Supermarket (Bay Village),41.4836366,-81.9219362,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2 - 86 Enmore Road,Enmore,NSW,"2042",Black Market Roasters,-33.898944,151.174908,,www.blackmarketroasters.com.au,,,"",,,,Online,,au,Australia,
50 Wall Street,Beachwood,OH,"44122",Whole Foods Market,41.449988,-81.4850716,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
12155 SW Broadway St,Beaverton,OR,"97005",Natural Grocers,45.4882362,-122.8023107,,,,,"",,,,Grocery,Kicking Horse,US,United States,
"44 Thomas Street ",West End,QLD,"4101",Black Starr Coffee Roasters,-27.480928,153.011319,,www.blackstarcoffee.com.au,,,"",,,,Retail,,au,Australia,
14805 SW Barrows Road,Beaverton,OR,"97007",New Seasons Market,45.4304383,-122.829177,,,,,"",,,,Grocery,Kicking Horse,US,United States,
43 - 172 Milperra Road,Revesby,NSW,"2212",Blandi Coffee,-33.933036,151.002394,,www.blandicoffee.com,,,"",,,,Online,,au,Australia,
Friedrichstrasse,Schwabach,Bavaria,"91126",Blaues Haus Kaffee RÃ¶sterei ( Mississippi Queen Catering GmbH),49.3307701,11.0211165,,http://www.blaueshauskaffee.de,,,"",,,,Roaster Retailer,,,Germany,
"15-1, JUNGBU-DAERO 1960BEON-GIL",YONGIN,GYEONGGI-DO,"12292","Bless Bean Co., Ltd.",37.268396,127.0707326,,https://smartstore.naver.com/blessbean,,,"",,,,Coffee/Food Retailer,,,South Korea,
37 Shipley Drive,Maitland,NSW,"2320",Bliss Coffee,-32.712735,151.510528,,www.blisscoffee.com.au,,,"",,,,Online,,au,Australia,
3495 SW Cedar Hills Blvd,Beaverton,OR,"97005",New Seasons Market,45.4943915,-122.8128061,,,,,"",,,,Grocery,Kicking Horse,US,United States,
14435 SW Tualatin Highway,Beaverton,OR,"97005","The Human Bean ",45.4865307,-122.7867403,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
121 South River Road,Bedford,NH,"03110",Whole Foods Market,42.9542444,-71.4778953,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffee,US,United States,
170 Great Road,Bedford,MA,"01730",Whole Foods Market,42.4909974,-71.2728922,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
450 Us Highway 202 206,Bedminster,NJ,"7921",Kings Super Market,40.6507909,-74.6406,,,,,"",,,,Grocery,Kicking Horse,US,United States,
12601 Hill Country Blvd,Bee Cave,TX,"78738",Whole Foods Market,30.3076183,-97.9377502,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
1750 112th Avenue NE Ste C242,Bellevue,WA,"98004",Bulletproof,47.625867,-122.1902,,www.bulletproof.com,,,"",,,,Online,,us,United States,
333 108th Avenue NE,Bellevue,WA,"98004",Caffe Ladro,47.61286702,-122.1962289,,www.caffeladro.com,,,"",,,,Retail,,us,United States,
11615 NE 4th St,Bellevue,WA,"98004",PCC Community Markets,47.6120656,-122.1849729,,,,,"",,,,Grocery,Kicking Horse,US,United States,
888 116th Ave. NE,Bellevue,WA,"98004",Whole Foods Market,47.6182941,-122.1845899,,www.wholefoodsmarket.com,,,"",,,,Grocery,"Allegro Coffee, Groundwork Coffee",US,United States,
2002 Bellevue Square,Bellevue,WA,"98004",Woods Coffee,47.61616139,-122.204896,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
38 Lyndhurst Terrace,Hong Kong,Hong Kong,"",Blue Bottle Coffee,22.2824198,114.1541519,,www.bluebottlecoffee.com,,,"",,,,Retail,,CH,China,
"1-1-1 Minamisaiwai, Nishi-ku, NEWoMan YOKOHAMA 1F",Kanagawa,Kanagawa,"220-0005",Blue Bottle Coffee,35.4662828,139.621902,,www.bluebottlecoffee.com,,,"",,,,Retail,,JP,Japan,
1 Maemachi,Kobe,Kobe,"650-0039",Blue Bottle Coffee,34.687166,135.190518,,www.bluebottlecoffee.com,,,"",,,,Retail,,JP,Japan,
"226-1 Sanmonji-cho, Rokkaku, Higashinotoin",Kyoto,Kyoto,"604-8135",Blue Bottle Coffee,35.0074234,135.7611835,,www.bluebottlecoffee.com,,,"",,,,Retail,,JP,Japan,
64 Kusagawacho Nanzenji,Kyoto,Kyoto,"606-8437",Blue Bottle Coffee,35.0114169,135.7894748,,www.bluebottlecoffee.com,,,"",,,,Retail,,JP,Japan,
625 116th Ave. NE,Bellevue,WA,"98004",Woods Coffee,47.61606,-122.18635,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
700 Bellevue Way NE #140,Bellevue,WA,"98004",Woods Coffee,47.61697,-122.20123,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
1306 Cornwall Ave,Bellingham,WA,"98225",Blue Koi Coffee,48.749834,-122.478869,,http://www.bluekoicoffee.com,,,"",,,,Roaster Retailer,,US,United States,
1401 12th St,Bellingham,WA,"98225",Haggen Northwest Fresh,48.7190278,-122.501413,,,,,"",,,,Grocery,Kicking Horse,US,United States,
210 36th St,Bellingham,WA,"98225",Haggen Northwest Fresh,48.7325828,-122.4718597,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2814 Meridian St,Bellingham,WA,"98225",Haggen Northwest Fresh,48.7677659,-122.4843764,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2900 Woburn St,Bellingham,WA,"98226",Haggen Northwest Fresh,48.7691442,-122.4445932,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2000 Franklin Street #101,Bellingham,WA,"98225",Maniac Coffee Roasting,48.7568614,-122.4701308,,www.maniaccoffeeroasting.com,,,"",,,,Online,,us,United States,
2033 Division Street,Bellingham,WA,"98226",Tony's Coffees & Teas,48.7827768,-122.4503308,,www.tonyscoffee.com,,,"",,,,Online,,us,United States,
1030 Lakeway Drive,Bellingham,WA,"98229",Whole Foods Market,48.7435936,-122.4612952,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
255 Hartford Ave.,Bellingham,MA,"02019",Whole Foods Market,42.1113191,-71.461568,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
10 Prospect St.,Bellingham,WA,"98225",Woods Coffee,48.75159361,-122.4806705,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
102 W. Stuart Rd.,Bellingham,WA,"98226",Woods Coffee,48.80088817,-122.4865027,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
1135 Railroad Ave.,Bellingham,WA,"98225",Woods Coffee,48.74804294,-122.4800077,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
1901 King St.,Bellingham,WA,"98225",Woods Coffee,48.75546,-122.4639,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
3008 Cinema Place,Bellingham,WA,"98273",Woods Coffee,48.77002459,-122.4483261,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
428 W. Bakerview Rd.,Bellingham,WA,"98226",Woods Coffee,48.79038903,-122.4959041,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
470 Bayview Dr.,Bellingham,WA,"98225",Woods Coffee,48.731241,-122.5029496,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
813 Lakeway Dr.,Bellingham,WA,"98229",Woods Coffee,48.74522,-122.46471,,https://woodscoffee.com,,,"",,,,Roaster Retailer,,US,United States,
2007 State Route 35,Belmar,NJ,"7719",Acme Market,40.1525841,-74.0568876,,,,,"",,,,Grocery,Kicking Horse,us,United States,
3188 North Highway 97,Bend,OR,"97703",Natural Grocers,44.0816688,-121.3034413,,,,,"",,,,Grocery,Kicking Horse,US,United States,
1041 9th Street NE,Bend,OR,"97701","The Human Bean ",44.0602184,-121.2930241,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
2220 North East Hwy 20,Bend,OR,"97701","The Human Bean ",44.0555174,-121.2708007,,www.thehumanbean.com,,,"",,,,Retail,,us,United States,
64217 Tumalo Rim Drive,Bend,OR,"97703",Tumalo Coffee Roasters,44.131785,-121.342825,,www.tumalocoffeeroasters.com,,,"",,,,Online,,us,United States,
2610 NE Hwy 20,Bend,OR,"97701",Whole Foods Market,44.0563568,-121.2659588,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
214 Northside Dr,Bennington,VT,"5201",Price Chopper Supermarket,42.8986533,-73.2127358,,,,,"",,,,Grocery,Kicking Horse,US,United States,
2118 University Avenue,Berkeley,CA,"94704",Blue Bottle Coffee,37.8721087,-122.2675779,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
"1313 9th Street, Ste 110",Berkeley,CA,"94710",Philz Coffee,37.8795118,-122.2974744,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
1025 Gilman Street,Berkeley,CA,"94710",Whole Foods Market,37.8807242,-122.2978181,,www.wholefoodsmarket.com,,,"",,,,Retail,Allegro Coffeeï¿½,US,United States,
3000 Telegraph Ave.,Berkeley,CA,"94705",Whole Foods Market,37.8556066,-122.2602487,,www.wholefoodsmarket.com,,,"",,,,Retail,Allegro Coffeeï¿½,US,United States,
965 F Highway 550,Bernalillo,NM,"87004",Bad Ass Coffee,35.3240526,-106.5637874,,www.badasscoffee.com,,,"",,,,Roast/Retail,,us,United States,
100 Morristown Rd,Bernardsville,NJ,"7924",Kings Supermarket (Bernardsville),40.7201875,-74.563835,,,,,"",,,,Grocery,Kicking Horse,US,United States,
81 Greenwood Avenue,Bethel,CT,"6801",Redding Roasters Coffee Company llc,41.371659,-73.40790175,,www.reddingroasters.com,,,"",,,,Roaster Retailer,,us,United States,
10323 Old Georgetown Rd,Bethesda,MD,"20814",Balduccis Food Lovers Market (Bethesda),39.0251104,-77.1244827,,,,,"",,,,Grocery,Kicking Horse,US,United States,
7247 Woodmont Ave,Bethesda,MD,"20814",Philz Coffee,38.9815243,-77.0955638,,www.philzcoffee.com,,,"",,,,Roast/Retail,,us,United States,
5269 River Road,Bethesda,MD,"20816",Whole Foods Market,38.9663166,-77.1041985,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
150 Brimbal Ave,Beverly,MA,"01915",Whole Foods Market,42.5737897,-70.8796903,,www.wholefoodsmarket.com,,,"",,,,Grocery,Allegro Coffeeï¿½,US,United States,
490 N Beverly Dr,Beverly Hills,CA,"90210",Alfred Coffee,34.0716281,-118.4033712,,alfred.la,,,"",,,,Coffee Shop,Stumptown,us,United States,
132 South Beverly Drive,Beverly Hills,CA,"90212",Blue Bottle Coffee,34.0658309,-118.3988298,,www.bluebottlecoffee.com,,,"",,,,Retail,,us,United States,
